"occurrenceID","scientificName","scientificNameID","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","country","locality","geodeticDatum","eventDate","verbatimDepth","minimumDepthInMeters","maximumDepthInMeters","recordedBy","organismQuantity","occurrenceStatus","basisOfRecord","organismQuantityType","sampleSizeUnit","sampleSizeValue","materialSampleID","associatedSequences","identificationRemarks","taxonID"
"587697a09654af44e09a47fd83c1cc07","Sardina pilchardus","urn:lsid:marinespecies.org:taxname:126421",39.4253611111111,-9.51502777777778,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-01","10-20 m",10,20,"Research Team",324,"present","MaterialSample","DNA sequence reads","DNA sequence reads",60092,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345430","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU548"
"70d33a04bf89583854d7f54e0f4c200a","Diplodus sargus","urn:lsid:marinespecies.org:taxname:127053",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",1612,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU017"
"3c68d114496a22edf79df2c6e69c1c86","Labrus merula","urn:lsid:marinespecies.org:taxname:126967",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",456,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU053"
"fdfd3940049ba52bac431929fbd926a2","Parablennius","urn:lsid:marinespecies.org:taxname:125920",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",983,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU072"
"4cac0cd1f833b059f67617e821658ed0","Sparus aurata","urn:lsid:marinespecies.org:taxname:151523",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",485,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU117"
"4eded366379b5fed827c1ec6c65b95a8","Trachurus trachurus","urn:lsid:marinespecies.org:taxname:126822",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",1062,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU185"
"78bb820726c44792183f634040226682","Scomber colias","urn:lsid:marinespecies.org:taxname:151174",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",1351,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU187"
"67642863c5ef8530bf077fe5496e35aa","Dicentrarchus labrax","urn:lsid:marinespecies.org:taxname:126975",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",5515,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU213"
"2ee4e73ef2252d91e31d4f9c6cc1b4f1","Diplodus puntazzo","urn:lsid:marinespecies.org:taxname:127052",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",1651,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU296"
"2988f1c1b59b3e9e2cefb8062128404d","Pagellus","urn:lsid:marinespecies.org:taxname:126079",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",763,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU309"
"d646f93b86a999e1569e8cd319e995fe","Pagrus","urn:lsid:marinespecies.org:taxname:126080",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",12011,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU315"
"42d390c64c2c11e404b5954f4675c7f5","Dicentrarchus labrax","urn:lsid:marinespecies.org:taxname:126975",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",2003,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU335"
"85dc2b007ea25b28ec6fd2b3a591348b","Chelon labrosus","urn:lsid:marinespecies.org:taxname:126977",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",421,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU343"
"6e90bebd0656a89352fa3d95f66b3edc","Diplodus sargus","urn:lsid:marinespecies.org:taxname:127053",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",339,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU393"
"7f1d9a093ddf6c65a3f3fa892620592e","Mullus surmuletus","urn:lsid:marinespecies.org:taxname:126986",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",464,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU454"
"3f09cee7f425ac4902984ffba368adeb","Serranus","urn:lsid:marinespecies.org:taxname:126070",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",290,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU466"
"2cc0da9d1d99eab53b71f19d92030b06","Chelon auratus","urn:lsid:marinespecies.org:taxname:1044127",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",828,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU483"
"f1f9dc28295c49f54c48e8ba61b42f3a","Diplodus sargus","urn:lsid:marinespecies.org:taxname:127053",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",416,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU502"
"aae5c5b728169ffe29b47fccfe0e20ce","Boops boops","urn:lsid:marinespecies.org:taxname:127047",39.4027444444444,-9.48595,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",2576,"present","MaterialSample","DNA sequence reads","DNA sequence reads",33226,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345431","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU518"
"12ca623abc7dd5ee8232738a5c4ac41a","Pagellus erythrinus","urn:lsid:marinespecies.org:taxname:127060",39.4010083333333,-9.48475,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",4,"present","MaterialSample","DNA sequence reads","DNA sequence reads",49698,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345432","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU094"
"b8a525891a66707adb7f459a72c1e941","Spondyliosoma cantharus","urn:lsid:marinespecies.org:taxname:127066",39.4010083333333,-9.48475,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",5644,"present","MaterialSample","DNA sequence reads","DNA sequence reads",49698,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345432","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU124"
"b915463510fb47829fd137ae0a1abbaf","Trachurus trachurus","urn:lsid:marinespecies.org:taxname:126822",39.4010083333333,-9.48475,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",4161,"present","MaterialSample","DNA sequence reads","DNA sequence reads",49698,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345432","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU185"
"28fe3972562f680ac22a221dd5d885c7","Scomber colias","urn:lsid:marinespecies.org:taxname:151174",39.4010083333333,-9.48475,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",6169,"present","MaterialSample","DNA sequence reads","DNA sequence reads",49698,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345432","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU187"
"5f35cb4f8a0f595a8178632286a7d672","Boops boops","urn:lsid:marinespecies.org:taxname:127047",39.4010083333333,-9.48475,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",196,"present","MaterialSample","DNA sequence reads","DNA sequence reads",49698,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345432","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU248"
"671e9dcff28f2d1934df1bcbe4e993a4","Pagellus acarne","urn:lsid:marinespecies.org:taxname:127057",39.4010083333333,-9.48475,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",5231,"present","MaterialSample","DNA sequence reads","DNA sequence reads",49698,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345432","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU384"
"a50e3973c53683a80b845df6f3bf5e56","Boops boops","urn:lsid:marinespecies.org:taxname:127047",39.4010083333333,-9.48475,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",28293,"present","MaterialSample","DNA sequence reads","DNA sequence reads",49698,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345432","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU518"
"f786ee56951532bc4ff2dd2f9f512060","Pagellus erythrinus","urn:lsid:marinespecies.org:taxname:127060",39.3852416666667,-9.46720555555556,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",59914,"present","MaterialSample","DNA sequence reads","DNA sequence reads",61725,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345433","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU094"
"5b21e45f2e1964c7f4ccde5e98c33b2b","Pagellus erythrinus","urn:lsid:marinespecies.org:taxname:127060",39.3852416666667,-9.46720555555556,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",174,"present","MaterialSample","DNA sequence reads","DNA sequence reads",61725,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345433","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU126"
"a419070381e1908a1096cf96072af6ae","Pagellus erythrinus","urn:lsid:marinespecies.org:taxname:127060",39.3852416666667,-9.46720555555556,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",6,"present","MaterialSample","DNA sequence reads","DNA sequence reads",61725,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345433","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU127"
"943f6062aa43b90e38c6d9e76d959643","Arnoglossus imperialis","urn:lsid:marinespecies.org:taxname:127124",39.3852416666667,-9.46720555555556,50,"Portugal","Berlengas Biosphere Reserve","WGS84","2020-06","30-50 m",30,50,"Research Team",1138,"present","MaterialSample","DNA sequence reads","DNA sequence reads",61725,"https://www.ncbi.nlm.nih.gov/biosample/SAMN41345433","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1110393","Taxonomic classification confidence (at lowest specified taxon): 0.97 at species level, 0.90 at genus level, using BLAST in QIIME 2 against NCBI and MitoFish reference databases. Unassigned ASVs and non-fish species excluded. Cross-validation performed using WoRMS, OBIS, and FishBase.","OTU230"
